id	title	datetime	t0	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12	t13	t14	t15	t16	t17	t18	t19	t20	t21	t22	t23	t24	t25	t26	t27	t28	t29	t30	t31	t32	t33	t34	t35	t36	t37	t38	t39	t40	t41	t42	t43	t44	t45	t46	t47	t48	t49
5399	"Steven Madden Ltd. (NASDAQ:SHOO), Potbelly Corp. (NASDAQ <b>...</b>"	1/16/2014 4:21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170212766	0	0	0.042553191	0	0	0	0	0	0	0	0	0	0	0	0.744680851	0	0	0	0	0	0	0	0	0	0.042553191	0	0	0	0	0	0
5400	"Tesla Sales Blow Past Competitors, But With Success Comes Scrutiny"	1/16/2014 7:00	0	0	0	0.055555556	0	0	0.083333333	0.055555556	0	0.027777778	0.166666667	0.222222222	0	0	0	0	0	0	0	0	0.027777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.361111111	0	0
5402	Netflix Lags as Tesla Leads Momentum Race	1/16/2014 7:21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139534884	0	0	0	0.093023256	0	0	0	0	0	0	0	0	0.441860465	0	0	0	0	0	0	0	0.162790698	0	0	0.162790698	0	0	0
5404	Why Elon Musk and Tesla Motors Inc. Stock Are Having a Great Week	1/16/2014 7:44	0	0	0	0	0	0	0	0	0	0	0.372093023	0	0	0.023255814	0	0	0	0	0	0	0.255813953	0	0	0	0	0	0	0	0.069767442	0	0	0	0	0.069767442	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209302326	0	0
5413	Netflix Lags as <b>Tesla</b> Leads Momentum Race	1/16/2014 7:22	0	0	0	0	0	0	0	0	0	0	0.023255814	0	0	0	0	0.023255814	0	0	0	0	0.11627907	0.046511628	0.139534884	0	0	0	0	0	0	0	0	0	0	0	0	0.558139535	0	0	0	0	0	0	0	0.093023256	0	0	0	0	0	0
5414	"Artisan Partners Asset Management, Ford, <b>Tesla Motors</b>, Toyota <b>...</b>"	1/16/2014 4:22	0	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0	0	0	0.767857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0	0	0.017857143	0	0	0	0	0	0	0
5415	US electric carmaker drives into China	1/16/2014 2:07	0	0.065217391	0	0	0	0	0	0.217391304	0	0	0	0	0	0	0	0	0	0	0	0.086956522	0	0	0	0	0	0	0	0.391304348	0	0	0	0	0	0	0	0.02173913	0	0	0	0	0	0	0	0	0	0.217391304	0	0	0	0
5416	Is It Time To Have Faith In <b>Tesla Motors</b> Inc (NASDAQ:TSLA)?	1/16/2014 1:56	0	0	0.027027027	0	0	0	0	0	0	0	0.621621622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351351351	0	0
5417	<b>Tesla Motors</b> places first SC electric charging station in Santee	1/15/2014 19:44	0	0	0	0	0	0	0.65625	0	0	0	0.0625	0	0	0.03125	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0.03125	0.03125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0	0
5418	<b>Tesla Motors</b> Opens Electric Charging Station In Blanding	1/15/2014 17:07	0	0	0	0	0	0	0.58	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.28	0	0
5422	Opinion: This Will Be the Year Tech Stocks Finally Tumble	1/16/2014 8:20	0	0.150943396	0	0	0	0	0	0.056603774	0	0	0	0	0	0	0	0.018867925	0	0	0.169811321	0.037735849	0	0	0.018867925	0	0	0	0	0.056603774	0	0	0	0	0	0	0.132075472	0	0	0	0	0	0	0	0.132075472	0.113207547	0	0	0	0.113207547	0	0
5434	"Market Movers ? International Business Machines (IBM), Sprint (S <b>...</b>"	1/16/2014 8:07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161764706	0	0	0.308823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058823529	0	0	0.014705882	0	0.014705882	0	0	0	0	0	0	0	0	0.352941176	0.088235294	0	0
5435	<b>Tesla Motors</b> Inc (TSLA) Recalls 29000 Electric Chargers	1/16/2014 3:59	0	0	0	0	0	0	0	0	0	0	0.162790698	0.279069767	0	0.046511628	0	0	0	0	0.023255814	0	0.441860465	0	0	0	0	0	0	0.023255814	0.023255814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5438	Who Will Tax Bitcoin And How?	1/16/2014 9:25	0	0	0	0.019607843	0	0	0	0	0.019607843	0	0	0	0	0	0.039215686	0	0	0.156862745	0	0	0	0.196078431	0	0	0.039215686	0	0	0	0	0	0	0	0	0	0.137254902	0.215686275	0	0.137254902	0.039215686	0	0	0	0	0	0	0	0	0	0	0
5443	[video] When will you be able to afford a Tesla?	1/16/2014 9:42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037037037	0	0	0	0	0	0.037037037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074074074	0	0	0	0	0.185185185	0.666666667	0
5444	[video] Tesla upgraded to buy	1/16/2014 9:24	0	0	0	0	0	0	0	0.024390244	0	0	0	0.024390244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.585365854	0	0	0	0	0	0.048780488	0	0	0.243902439	0.024390244	0	0	0	0	0	0	0	0	0	0.048780488	0	0	0
5448	Bad corporate news sends stocks lower	1/16/2014 9:56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032258065	0	0	0	0	0.032258065	0.451612903	0	0	0	0	0	0.209677419	0	0	0	0	0.064516129	0	0	0.112903226	0	0	0	0	0	0	0	0.096774194	0	0	0	0	0	0
5458	Bill Would Let Same-Sex Couples File Jointly in SC	1/16/2014 9:37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188679245	0	0	0.132075472	0	0	0	0	0	0	0	0	0.056603774	0	0	0	0	0	0.20754717	0	0	0	0	0	0.301886792	0	0	0	0	0.113207547	0	0	0	0	0	0
5459	"Morning Buzz: <b>Tesla Motors</b> Inc (NASDAQ:TSLA), Federal National <b>...</b>"	1/16/2014 8:18	0	0.08	0	0	0	0	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.1	0	0.74
5460	<b>Tesla</b> founder Elon Musk says hydrogen R&amp;D only to make <b>...</b>	1/16/2014 5:30	0	0	0	0	0	0	0.12195122	0.12195122	0	0	0	0.048780488	0	0.219512195	0.024390244	0	0	0	0	0.048780488	0	0.073170732	0	0	0	0	0.024390244	0	0.146341463	0	0	0	0	0	0	0	0	0	0	0	0.097560976	0	0	0	0	0	0	0.073170732	0	0
5467	Why Elon Musk's Tesla Motors Inc. and SolarCity Corp. Are Soaring This Week	1/16/2014 10:30	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0.36	0.02	0	0
5468	[video] 'Gen Y' not buying cars	1/16/2014 10:12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5479	"Interesting News: <b>Tesla Motors</b> Inc (NASDAQ:TSLA), Zynga Inc <b>...</b>"	1/16/2014 10:00	0	0	0	0	0	0	0	0	0	0	0.294117647	0	0	0	0	0.029411765	0	0	0	0	0.264705882	0	0	0	0	0	0	0	0.088235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205882353	0	0.117647059
5504	Five Energy Innovations from the Detroit Auto Show	1/16/2014 10:56	0	0.015384615	0	0	0	0	0	0.353846154	0	0	0.184615385	0	0	0.046153846	0	0.015384615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184615385	0	0	0.2	0	0	0	0
5505	"Special Buzz: <b>Tesla Motors</b> Inc (NASDAQ:TSLA), American Airlines <b>...</b>"	1/16/2014 9:26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.441176471	0.058823529	0.029411765	0	0	0	0	0	0	0.058823529	0	0	0	0	0	0	0	0	0.029411765	0	0	0	0	0	0	0	0	0.382352941	0	0
5506	<b>Tesla Motors</b> Inc (TSLA): The Bull Bear Debate	1/16/2014 9:26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288888889	0	0	0	0	0	0	0.644444444	0	0	0	0	0	0	0	0.044444444	0	0	0.022222222	0	0	0
5507	"<b>Tesla</b> to Double Sales, Service Locations in 2014"	1/16/2014 8:41	0	0	0	0	0	0	0	0	0	0	0.25	0.1875	0	0	0	0	0	0	0	0	0.265625	0	0	0.015625	0.265625	0	0	0	0	0	0	0	0	0	0	0.015625	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5508	<b>Tesla Motors</b> accelerates growth in Atlanta (SLIDESHOW)	1/16/2014 8:18	0	0	0	0	0	0	0.111111111	0	0	0	0.4	0	0	0	0	0	0	0.133333333	0	0	0	0	0	0.177777778	0	0	0	0	0	0	0.066666667	0	0	0	0	0.022222222	0	0	0	0	0.044444444	0	0	0	0	0	0	0	0	0.044444444
5509	Why Elon Musk and <b>Tesla Motors</b> Inc. Stock Are Having a Great Week	1/16/2014 7:33	0	0	0	0	0	0	0	0	0	0	0.465116279	0	0	0.023255814	0	0	0	0	0	0	0.209302326	0	0	0	0	0	0	0	0.046511628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255813953	0	0
5510	<b>Tesla Motors</b> Inc (TSLA) Stock Priced To Perfection	1/16/2014 7:00	0	0	0	0.093023256	0	0	0	0.209302326	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069767442	0	0.11627907	0	0	0	0	0	0	0	0	0	0	0	0.441860465	0	0	0	0	0	0	0.069767442	0	0	0	0	0	0	0
5511	"What&#39;s Going On: <b>Tesla Motors</b> Inc (NASDAQ:TSLA), Charles <b>...</b>"	1/16/2014 6:26	0	0	0	0	0	0	0	0.1	0	0	0	0.3	0.225	0	0.025	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5512	<b>Tesla</b>: Burning Down the Bears&#39; House	1/16/2014 6:26	0.015873016	0	0	0	0	0	0	0	0	0	0	0.698412698	0	0.126984127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031746032	0	0	0.031746032	0	0	0.095238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5537	Verizon Heads to Oil Country in Search of Revenue From Machines	1/16/2014 14:04	0	0.087719298	0	0	0	0	0.280701754	0	0	0	0	0	0.140350877	0	0	0.070175439	0	0	0	0	0	0	0	0	0.105263158	0	0.01754386	0	0	0	0.087719298	0	0.035087719	0	0	0	0	0	0	0.175438596	0	0	0	0	0	0	0	0	0	0
5552	Shares Of <b>Tesla</b> (TSLA) CEO Elon Musk&#39;s Solar Company Are On <b>...</b>	1/16/2014 11:30	0	0.16	0	0.02	0	0	0	0	0	0.28	0.02	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.12	0	0	0.02	0	0	0	0	0	0	0	0	0.14	0	0
5582	<b>Tesla Motors</b> opens state&#39;s first &#39;supercharger&#39; station in Santee	1/16/2014 16:56	0	0.085714286	0	0.028571429	0	0	0.6	0.228571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057142857	0	0	0	0	0	0
5583	<b>Tesla</b> opens Supercharger station in SC	1/16/2014 16:11	0	0	0	0	0	0	0	0.166666667	0	0	0.041666667	0.041666667	0	0	0	0	0	0.083333333	0	0	0	0	0	0.291666667	0	0	0	0	0	0	0	0	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083333333	0.125	0
5584	"Gainers Buzz: <b>Tesla Motors</b> Inc (NASDAQ:TSLA), Turquoise Hill <b>...</b>"	1/16/2014 11:52	0	0	0	0	0	0	0	0	0	0	0.613636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045454545	0	0	0	0	0	0.113636364	0	0	0	0	0.204545455	0	0	0	0.022727273	0	0
5585	<b>Tesla Motors</b> opens electric charging station near I-95 with 6 <b>...</b>	1/16/2014 6:26	0	0	0	0	0	0	0.70212766	0.042553191	0	0	0	0	0	0	0	0	0.021276596	0	0	0	0	0	0	0.170212766	0	0	0	0	0	0	0	0	0	0	0	0.063829787	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5593	"Auto Stocks To Watch - <b>Tesla Motors</b> Inc, General Motors Company <b>...</b>"	1/16/2014 7:33	0	0.02173913	0	0	0	0	0	0	0	0	0.260869565	0	0	0	0	0	0	0	0	0	0	0.065217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347826087	0	0	0	0	0.304347826	0	0
5601	Column: <b>Tesla</b> is burning down the bears&#39; house	1/16/2014 16:22	0.054054054	0	0	0	0	0	0	0.027027027	0	0	0.405405405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.486486486	0	0.027027027
5602	<b>Tesla</b> CEO Rectifies His Executive&#39;s &quot;Reckless Growth&quot; Mistake	1/16/2014 7:33	0	0	0	0	0.129032258	0	0	0.032258065	0	0	0	0	0	0	0.129032258	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258064516	0	0	0	0	0	0	0.193548387	0	0	0	0	0	0	0	0	0	0.096774194	0	0.161290323	0	0
5608	Naivgant Research Predicts 2014 Will be a Challenging Year For <b>...</b>	1/16/2014 14:52	0	0	0	0	0	0	0	0.367346939	0	0	0	0	0	0	0	0	0	0.020408163	0	0	0	0	0	0	0	0	0	0.040816327	0.040816327	0	0	0	0	0	0	0	0	0.326530612	0.020408163	0	0	0	0	0	0	0	0	0.183673469	0	0
5616	<b>Tesla Motors</b> Inc (TSLA) now has 65 Superchargers in North America	1/16/2014 15:15	0	0	0	0	0	0	0.444444444	0	0	0	0	0	0	0	0	0	0.111111111	0.074074074	0.111111111	0	0	0	0	0	0	0	0	0	0.074074074	0	0	0.111111111	0	0	0	0.074074074	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5617	Elon Musk?s English Lesson Speaks to Quest to Change Cars	1/16/2014 21:00	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0.325	0	0	0	0	0	0	0.0125	0.45	0	0	0	0	0	0	0.0125	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0
5628	Why Elon Musk and <b>Tesla Motors</b> Inc. Stock Are Having a Great Week	1/16/2014 7:45	0	0	0	0	0	0	0	0	0	0	0.283018868	0	0	0.018867925	0	0	0	0	0	0	0.113207547	0.018867925	0	0	0	0	0.094339623	0	0.037735849	0	0	0	0	0.150943396	0	0.132075472	0	0	0	0	0	0	0	0	0	0	0	0.150943396	0	0
5661	Detroit Auto Show: Sizing Up Tesla's Competition	1/17/2014 3:30	0	0.068965517	0	0	0	0	0	0	0	0	0.275862069	0	0	0.172413793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172413793	0	0	0	0	0.310344828	0	0
5664	"[video] Five Dumbest Things on Wall Street, January 17"	1/17/2014 4:00	0	0	0	0	0	0	0	0	0	0.066666667	0	0.066666667	0	0	0	0	0.2	0	0.033333333	0	0	0	0	0	0.266666667	0	0	0	0	0	0	0	0.033333333	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0.033333333
5667	5 Dumbest Things on Wall Street This Week	1/17/2014 4:00	0	0	0	0	0	0.024390244	0	0	0	0.243902439	0	0.048780488	0	0	0	0	0.12195122	0.048780488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073170732	0	0	0.146341463	0	0	0	0.292682927	0	0
5675	"Tesla's Elon Musk: If It Flies, Drives, Or Electrifies, Lease It"	1/17/2014 4:49	0	0	0.089552239	0	0	0	0	0	0	0	0.089552239	0	0	0	0	0	0	0	0	0	0	0	0	0.029850746	0	0	0	0	0	0	0	0	0	0	0	0.298507463	0	0	0.432835821	0	0	0	0	0	0	0	0	0	0.059701493	0
5682	"<b>Tesla Motors</b> Inc (TSLA): Tesla&#39;s Elon Musk: If It Flies, Drives, Or <b>...</b>"	1/17/2014 4:45	0	0	0	0	0	0	0	0	0	0	0.089552239	0	0	0	0.014925373	0	0	0	0	0	0	0	0	0	0	0	0.014925373	0	0	0	0	0	0	0	0	0.208955224	0	0	0.47761194	0	0	0	0	0	0	0	0	0.119402985	0.074626866	0
5683	<b>Tesla</b> sets up charging station in Santee	1/16/2014 18:43	0	0	0	0	0	0	0.256410256	0.205128205	0	0	0	0.051282051	0	0	0	0	0	0	0	0	0.230769231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256410256	0	0	0	0
5684	"Tech Movers - Nokia Corporation (NOK), Apple Inc. (NASDAQ:AAPL <b>...</b>"	1/16/2014 7:56	0	0.288888889	0	0	0	0	0	0	0	0	0	0	0.355555556	0	0.022222222	0	0	0	0.066666667	0	0	0.088888889	0.022222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155555556	0	0
5689	12 Luxury Crossovers: A Buyer?s Guide for 2014	1/17/2014 5:32	0.020408163	0	0.06122449	0	0	0	0.06122449	0.12244898	0	0	0	0	0	0.285714286	0.020408163	0	0	0	0	0	0	0	0	0	0.081632653	0	0	0	0	0	0	0.040816327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.306122449	0	0
5699	"Biggest Movers On News: Skyworks (SWKS), Keryx (KERX), Cell <b>...</b>"	1/17/2014 5:41	0.012987013	0.233766234	0	0	0	0	0	0	0	0	0	0.207792208	0	0	0	0.090909091	0	0	0	0.051948052	0.142857143	0	0	0	0	0	0	0.012987013	0	0	0	0	0	0	0	0.025974026	0	0	0	0	0	0	0	0	0	0	0.038961039	0	0	0.181818182
5700	"Trader&#39;s Watch List ? <b>Tesla Motors</b> Inc (NASDAQ:TSLA), Linn <b>...</b>"	1/17/2014 5:41	0	0	0	0	0	0	0	0.014925373	0	0	0.044776119	0	0	0	0	0	0.074626866	0	0.686567164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014925373	0	0	0	0	0	0	0	0	0	0	0	0.119402985	0.044776119	0	0
5713	[video] Elon Musk Takes on Car Regulator NHTSA	1/17/2014 7:03	0	0	0	0	0	0	0	0.037037037	0	0	0	0.111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185185185	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
5722	Tesla's Hidden Revenue Byproducts	1/17/2014 7:31	0	0	0	0	0	0	0	0.03030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212121212	0.03030303	0	0	0	0	0	0	0.424242424	0	0	0	0.272727273	0.03030303	0
5745	"Just In: <b>Tesla Motors</b> Inc (NASDAQ:TSLA), Rite Aid Corporation <b>...</b>"	1/17/2014 7:56	0	0	0	0	0	0	0	0	0	0	0.017699115	0.017699115	0	0	0	0	0.03539823	0	0	0	0	0	0	0	0	0	0	0	0.123893805	0	0	0	0	0.044247788	0	0.10619469	0	0	0.053097345	0	0	0	0.159292035	0	0	0	0	0.079646018	0	0.362831858
5746	"Auto Stocks Active Movers- <b>Tesla Motors</b> Inc, General Motors <b>...</b>"	1/17/2014 5:30	0	0	0.125	0	0	0	0	0.017857143	0	0	0	0	0	0	0	0.125	0	0	0.053571429	0	0	0.035714286	0	0	0	0.089285714	0	0	0	0	0	0	0	0	0	0	0	0	0.160714286	0	0	0	0.25	0	0	0.125	0	0.017857143	0	0
5747	Musk&#39;s English Lesson Risks Wrath of US Regulator on Fires	1/16/2014 21:15	0	0.029850746	0	0	0	0	0	0	0	0	0	0.104477612	0	0	0	0	0	0	0	0	0.328358209	0	0	0	0	0	0	0	0.432835821	0	0	0	0	0	0	0.029850746	0	0.074626866	0	0	0	0	0	0	0	0	0	0	0	0
5767	Effort to halt bullet train and allow &#39;Hyperloop&#39;-like options aims for <b>...</b>	1/17/2014 8:52	0	0	0.132075472	0	0.037735849	0	0.169811321	0	0	0	0	0	0	0.113207547	0	0	0.018867925	0.188679245	0	0	0.037735849	0	0	0	0	0	0	0	0.056603774	0	0	0	0.169811321	0	0	0.075471698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5768	Looking Beyond Tesla As An Auto Company	1/17/2014 9:14	0	0	0.02173913	0	0	0	0	0.673913043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304347826	0	0
5783	<b>Tesla Motors</b> Inc (TSLA): Looking Beyond Tesla As An Auto Company	1/17/2014 9:15	0	0	0	0	0	0	0	0.804347826	0	0	0	0	0	0	0	0	0	0	0	0.043478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152173913	0	0
5784	"Live News Buzz: Facebook Inc (NASDAQ:FB), Delcath Systems, Inc <b>...</b>"	1/17/2014 9:15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141025641	0	0	0	0.358974359	0	0	0	0	0	0.102564103	0	0	0.012820513	0	0	0	0	0	0	0.051282051	0	0	0	0	0	0	0	0	0	0	0	0.025641026	0	0.307692308
5788	Tesla Recall? Elon Musk Doesn?t Like the ?R? Word	1/17/2014 10:26	0	0	0	0	0	0	0.03125	0	0	0	0.078125	0.3125	0	0	0	0	0	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0.015625	0	0	0	0	0.0625	0	0	0	0	0	0	0	0.015625	0	0.171875	0	0
5794	Musk&#39;s English Lesson Risks Wrath of U.S. Regulator on Fires	1/16/2014 21:15	0	0	0	0	0	0.015625	0	0.03125	0	0	0	0.0625	0	0	0	0	0	0	0	0	0.375	0	0	0	0	0	0.046875	0	0.375	0	0	0	0	0	0	0	0	0.078125	0	0	0	0	0	0	0	0	0	0.015625	0	0
5799	"Tesla: As Batteries Go, So Does Growth"	1/17/2014 11:18	0	0.051724138	0	0.379310345	0	0	0	0.034482759	0	0	0.155172414	0.051724138	0	0	0	0	0	0	0	0.034482759	0	0	0	0.068965517	0	0	0	0	0.034482759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017241379	0.172413793	0	0
5804	This week's 8 must-see moments from 'Fast Money'	1/17/2014 11:45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027027027	0	0	0	0	0.216216216	0	0.108108108	0.027027027	0	0	0.054054054	0	0.027027027	0	0	0	0.108108108	0	0	0	0.432432432	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5812	<b>Tesla Motors</b> Inc (TSLA): Analysis: <b>Tesla Motors</b> starting to solve <b>...</b>	1/17/2014 5:41	0	0	0	0.239130435	0	0	0	0	0	0	0.195652174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195652174	0.02173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043478261	0	0.130434783	0.173913043	0	0	0
5818	Why did Blue Ridge Capital buy a position in PBF Energy?	1/17/2014 12:32	0	0.147540984	0	0	0	0	0	0	0.06557377	0	0	0	0	0.131147541	0	0	0	0	0	0.114754098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114754098	0.426229508	0	0	0	0	0	0	0	0	0	0	0
5830	Tesla Finds a Friend and a $205 Price Target in Wedbush	1/17/2014 13:11	0	0	0	0.13559322	0	0	0	0.016949153	0	0	0.355932203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118644068	0	0	0	0	0	0	0	0	0	0	0.152542373	0.220338983	0	0
5839	This Week's 5 Smartest Stock Moves	1/17/2014 14:16	0	0	0	0	0	0	0	0	0	0	0.240740741	0	0	0	0	0.277777778	0	0	0	0	0	0	0.055555556	0	0	0	0	0	0	0	0.111111111	0	0	0.055555556	0	0	0	0	0	0	0	0	0	0.055555556	0	0	0	0.203703704	0	0
5859	Can Growth Stocks Stay Hot in 2014?	1/16/2014 7:11	0	0	0	0	0	0.068965517	0	0.034482759	0	0	0	0	0	0	0	0.137931034	0	0	0	0	0	0.034482759	0	0	0	0	0	0	0	0	0	0	0	0	0	0.413793103	0	0	0	0	0	0	0	0.137931034	0	0	0	0.172413793	0	0
5863	"Tech Sector Wrap Up - Apple Inc. (AAPL), Sony (SNE), Nokia <b>...</b>"	1/17/2014 6:15	0	0.203703704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037037037	0	0	0.333333333	0	0	0	0	0	0	0.092592593	0	0	0.074074074	0	0	0	0	0	0	0	0	0	0	0.259259259	0	0	0
5865	"Message to CIOs, Stop Hogging Innovation: It&#39;s the Business of <b>...</b>"	1/16/2014 2:52	0	0.016666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016666667	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0.283333333	0	0	0	0	0	0	0	0	0	0	0	0	0.533333333	0	0
5866	"Best Buy Co., Inc. (NYSE:BBY), <b>Tesla Motors</b> Inc (NASDAQ:TSLA <b>...</b>"	12/19/2013 11:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5880	"Movers to Watch - The Coca-Cola Company(NYSE:KO), The Procter <b>...</b>"	1/18/2014 1:56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033898305	0.050847458	0	0.203389831	0	0	0	0.610169492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101694915
5881	<b>Tesla</b> CEO is frustrated by recall on Model S car chargers	1/17/2014 15:49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072727273	0	0	0	0	0.054545455	0.018181818	0	0.163636364	0	0	0	0	0.490909091	0	0	0	0	0	0	0.018181818	0	0	0	0	0	0	0.109090909	0	0	0.054545455	0	0.018181818	0	0
5882	The New Mercedes C-Class: A Tesla Competitor?	1/18/2014 3:00	0	0	0	0.023809524	0	0	0	0	0	0	0	0.023809524	0.071428571	0	0	0	0	0	0	0	0	0	0	0.023809524	0	0	0	0	0	0	0.047619048	0	0	0	0	0.095238095	0	0	0	0	0	0	0	0	0.261904762	0.261904762	0	0.19047619	0	0
5885	Ponsi: That Was the Week That Was	1/18/2014 4:01	0	0	0.075471698	0	0	0	0	0.018867925	0	0.113207547	0	0	0	0	0	0.037735849	0	0.018867925	0	0	0	0.056603774	0	0	0.094339623	0	0	0	0	0	0	0	0.056603774	0.075471698	0	0.358490566	0	0	0	0	0	0	0	0	0	0	0.094339623	0	0	0
