id	title	datetime	t0	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12	t13	t14	t15	t16	t17	t18	t19	t20	t21	t22	t23	t24	t25	t26	t27	t28	t29	t30	t31	t32	t33	t34	t35	t36	t37	t38	t39	t40	t41	t42	t43	t44	t45	t46	t47	t48	t49
14280	"SolarCity, Tesla Benefit From Musk's Midas Touch"	2/27/2014 15:45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.977272727	0
14286	"Investor&#39;s Alert: <b>Tesla Motors</b> Inc (NASDAQ:TSLA), The Dow Chemical Company (NYSE:DOW <b>...</b>"	2/27/2014 6:48	0	0	0	0.227272727	0	0	0	0.015151515	0	0	0	0	0.075757576	0	0	0	0	0	0.46969697	0	0	0.090909091	0	0	0	0	0	0	0.03030303	0	0.03030303	0	0	0.015151515	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045454545	0	0
14291	Tesla?s 619% Jump Makes It Hottest Stock in Two Decades	2/27/2014 21:00	0.012195122	0	0.097560976	0.036585366	0	0	0	0	0	0	0.146341463	0.012195122	0	0	0	0	0	0.097560976	0	0.134146341	0	0	0	0	0	0	0	0	0.012195122	0	0.012195122	0	0	0	0	0.073170732	0	0	0.012195122	0.146341463	0	0	0	0.036585366	0	0	0.134146341	0.036585366	0	0
14295	SolarCity Poised To Benefit From Tesla Gigafactory	2/27/2014 22:29	0.275362319	0	0	0.188405797	0	0	0	0.043478261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057971014	0	0	0	0	0	0.057971014	0	0	0	0	0	0.376811594	0	0
14296	Morgan Stanley Reiterates ?Overweight? Rating for <b>Tesla Motors</b> (TSLA)	2/27/2014 10:22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14302	"Stocks Touching New Highs: <b>Tesla Motors</b> Inc (NASDAQ:TSLA), SolarCity Corp (NASDAQ:SCTY <b>...</b>"	2/27/2014 6:26	0	0	0	0.090909091	0	0	0	0	0	0	0.03030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.606060606	0	0	0	0	0	0	0	0.03030303	0	0	0	0	0	0	0	0	0	0.060606061	0	0	0	0	0	0.181818182
14310	Tesla No DeLorean as 619% Jump Makes Hottest Auto Stock	2/27/2014 21:00	0	0	0	0	0	0	0	0.019417476	0	0.009708738	0.048543689	0.029126214	0	0	0	0	0	0	0.019417476	0.155339806	0	0	0	0	0	0	0	0	0.067961165	0	0	0.019417476	0	0	0	0.106796117	0	0	0	0.155339806	0	0	0.038834951	0.009708738	0	0	0.155339806	0.165048544	0	0
14312	<b>Tesla Motors</b> co-founder Elon Musk&#39;s $5 billion &#39;gigafactory&#39; may start bidding war among US states	2/27/2014 16:38	0.122807018	0	0	0.403508772	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245614035	0	0	0	0	0	0	0	0	0	0	0.105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01754386	0.01754386	0.035087719	0	0.052631579	0	0
14313	Tesla: Leading The Shift Towards Electric Cars	2/28/2014 1:35	0	0	0	0.571428571	0	0	0	0	0	0	0	0	0	0.06122449	0	0	0	0	0	0.020408163	0	0.081632653	0	0	0	0	0	0	0	0	0	0.081632653	0	0	0	0	0	0	0	0	0	0	0.020408163	0.06122449	0	0	0	0.102040816	0	0
14314	<b>Tesla Motors</b> Inc (TSLA) news: Tesla: Leading The Shift Towards Electric Cars	2/28/2014 1:33	0	0	0	0.653061224	0	0	0	0.081632653	0	0	0.040816327	0	0.020408163	0.06122449	0	0	0	0	0	0	0	0.040816327	0	0	0	0	0	0	0	0	0	0.081632653	0	0	0	0	0	0	0.020408163	0	0	0	0	0	0	0	0	0	0	0
14317	<b>Tesla Motors</b> PT Raised to $170.00 at Goldman Sachs (TSLA)	2/27/2014 6:37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.975	0	0	0
14318	Wall Street Breakfast: Must-Know News	2/28/2014 3:33	0	0	0	0	0	0	0	0.026666667	0	0	0.066666667	0	0.053333333	0	0	0	0	0	0.08	0.08	0	0.173333333	0	0	0.133333333	0	0	0	0	0	0	0	0	0.066666667	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0
14321	How Good Are The Terms Of Tesla's Latest Bond Offering?	2/28/2014 4:38	0	0	0	0	0	0	0	0.117647059	0	0	0	0	0	0	0	0	0	0	0	0.274509804	0	0	0	0	0	0.058823529	0	0	0.098039216	0	0	0	0.019607843	0	0	0.352941176	0	0	0	0	0	0	0.078431373	0	0	0	0	0	0	0
14322	Why Apple Could Win Big With Tesla's Giant New Battery Factory	2/28/2014 3:30	0	0	0	0.241935484	0	0	0	0.112903226	0	0	0	0.048387097	0	0	0	0	0.048387097	0	0	0	0	0	0	0.064516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096774194	0.387096774	0	0
14325	"The Zacks Analyst Blog Highlights: Tesla Motors, Panasonic, Tata Motors, Dongfeng Motor Group and Hewlett-Packard"	2/28/2014 4:57	0	0	0	0.365853659	0	0	0	0	0	0	0.024390244	0	0	0	0	0	0.609756098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14326	Tesla: When Do The Shorts Give Up?	2/28/2014 4:53	0	0	0	0.090909091	0	0	0	0	0.060606061	0	0	0	0.03030303	0	0	0	0	0	0	0.03030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181818182	0	0	0	0	0	0	0	0	0	0	0.393939394	0.212121212	0	0
14327	"Autostcosk in News: <b>Tesla Motors</b> Inc (NASDAQ:TSLA), General Motors Company (NYSE:GM <b>...</b>"	2/28/2014 4:45	0	0	0	0.192307692	0	0	0	0.019230769	0	0	0	0	0	0	0	0	0	0.134615385	0.230769231	0	0	0	0	0	0	0	0	0.134615385	0.134615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115384615	0	0	0	0	0.038461538	0	0
14328	<b>Tesla Motors</b> Inc (TSLA) news: Tesla: When Do The Shorts Give Up?	2/28/2014 4:45	0	0	0	0.090909091	0	0	0	0.03030303	0.151515152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121212121	0	0	0	0	0	0	0	0.151515152	0	0	0.333333333	0.121212121	0	0
14331	[video] Tesla 619% Jump Secures Hottest Auto Stock Status	2/28/2014 5:28	0	0	0.155555556	0.066666667	0	0	0	0	0	0	0.044444444	0	0	0	0	0	0	0.022222222	0	0	0	0	0	0	0	0.044444444	0	0	0	0	0	0	0	0	0	0	0.577777778	0	0	0	0	0	0	0	0	0	0	0.088888889	0	0
14334	Pre-Market: Apple Defeats Patent Trolls in Germany; US GDP Revised Down	2/28/2014 5:50	0	0.583333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027777778	0	0	0	0.138888889	0	0
14339	Beyond Tesla: 2 Lithium Stocks to Buy Now	2/28/2014 6:29	0.1	0	0	0.233333333	0	0	0	0	0.3	0	0.033333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216666667	0	0	0	0	0	0	0	0	0	0	0	0.116666667	0	0
14348	"The Zacks Analyst Blog Highlights:<b>Tesla Motors</b>, Panasonic, Tata Motors, Dongfeng Motor Group <b>...</b>"	2/28/2014 6:26	0	0	0	0.365853659	0	0	0	0	0	0	0	0	0	0	0	0	0.585365854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024390244	0	0	0	0	0	0	0	0	0	0	0	0.024390244	0	0
14349	"Tech Movers: <b>Tesla Motors</b> Inc (NASDAQ:TSLA), Nokia Corporation (NYSE:NOK), BlackBerry Ltd <b>...</b>"	2/28/2014 5:07	0	0	0.056179775	0.033707865	0	0	0	0	0.056179775	0	0.011235955	0	0	0	0	0	0	0	0.449438202	0	0	0.02247191	0	0	0	0.314606742	0	0	0	0	0	0	0	0	0	0.02247191	0	0	0	0	0	0	0.02247191	0	0	0	0	0.011235955	0	0
14350	<b>Tesla Motors</b> Inc&#39;s (NASDAQ:TSLA) big plan benefits multiple companies: Mylan Inc (NASDAQ <b>...</b>	2/28/2014 4:56	0	0.129032258	0	0.258064516	0	0.016129032	0.032258065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016129032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177419355	0.370967742	0	0
14357	<b>Tesla Motors</b> Inc&#39;s Elon Musk says renewable energy shift to bring &#39;strife&#39; for utilities	2/28/2014 5:13	0.208333333	0.041666667	0	0.333333333	0	0	0.020833333	0.0625	0	0	0.0625	0	0.020833333	0	0.020833333	0	0	0.208333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14358	"After Taxpayer-Funded Flops, Tesla's 'Dangerously Ambitious' Gigafactory Could Save U.S. Battery Business"	2/28/2014 7:29	0.058823529	0	0	0.509803922	0	0	0	0	0	0	0	0	0	0.196078431	0.019607843	0	0	0	0	0	0	0	0.019607843	0	0	0	0	0	0.019607843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176470588	0	0
14360	Tesla Raises $2 Billion With Convertible Debt to Finance Factory	2/28/2014 7:33	0	0.093333333	0	0.173333333	0	0	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013333333	0.12	0	0	0	0.04	0	0	0.08	0.08	0	0	0	0	0	0
14372	"Top Picks from Hugh Wynne, a Senior Research Analyst at Sanford C. Bernstein & Co., LLC, and a Senior Vice President of AllianceBernstein: California Paying Investors a High Return for Holding Conventional Utilities"	2/28/2014 8:15	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.014285714	0	0	0.085714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171428571	0	0	0.171428571	0	0	0.142857143	0	0	0	0	0	0.014285714	0	0	0.3	0	0
14374	Seabreeze?s Kass Says Bet Against Tesla Motors Stock (Audio)	2/28/2014 7:56	0	0	0	0	0	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428571429	0	0	0	0	0.142857143	0	0	0	0	0	0	0.285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14376	Whether Tesla has room to run is $30B question	2/28/2014 8:35	0	0.057692308	0	0.288461538	0	0	0	0.057692308	0	0	0	0.211538462	0	0	0	0	0	0.019230769	0	0	0	0	0	0	0	0	0	0	0.076923077	0	0	0	0	0	0	0.211538462	0	0	0	0	0	0	0	0	0	0	0	0.076923077	0	0
14380	Tesla's ambition: Bigger than cars	2/28/2014 8:40	0.138461538	0	0.169230769	0.230769231	0	0	0	0.015384615	0	0	0	0.276923077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092307692	0	0	0	0	0	0	0.015384615	0	0	0	0	0	0	0	0.015384615	0	0	0	0.046153846	0	0
14381	SolarCity Gets Charge From Tesla Gigafactory	2/28/2014 8:33	0.363636364	0	0	0.290909091	0	0	0	0.054545455	0	0	0.145454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054545455	0	0	0	0.090909091	0	0
14388	Goldman Sees Tesla Consuming Up to 17% of Lithium Output	2/28/2014 8:58	0	0.086206897	0.017241379	0.482758621	0	0	0	0	0	0	0.017241379	0	0	0	0.017241379	0	0	0	0.051724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103448276	0	0	0	0	0	0	0	0.189655172	0.034482759	0	0
14391	Big short-seller bets that Tesla other 'momentum stocks' will drop	2/28/2014 9:39	0	0	0.023255814	0.046511628	0	0	0	0	0	0	0	0	0	0	0	0.11627907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.651162791	0	0	0	0	0	0	0	0	0	0	0	0.162790698	0	0
14393	S&P 500 trades at record level	2/28/2014 9:52	0.021276596	0	0	0.234042553	0	0	0	0	0	0	0.085106383	0	0.042553191	0	0.042553191	0	0	0	0	0	0	0.319148936	0	0	0	0	0	0.042553191	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042553191	0.042553191	0.042553191	0	0	0	0.063829787	0	0.021276596
14396	Rough Weather Hits U.S. Auto Sales As Gov't Probes GM	2/28/2014 9:59	0	0	0	0.285714286	0	0	0	0.10989011	0	0	0	0	0	0	0	0	0	0	0	0.076923077	0	0.120879121	0	0.043956044	0	0	0	0	0.230769231	0	0	0.065934066	0	0	0	0.032967033	0	0	0	0	0	0.010989011	0	0	0	0	0	0.021978022	0	0
14400	Tesla Motor's New Battery Factory Could Send SolarCity Soaring	2/28/2014 10:11	0.28	0	0	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0
14401	Tesla: the road to 'Gigafactory' is paved with debt	2/28/2014 10:04	0	0	0	0.395348837	0	0	0	0	0	0	0	0	0	0.023255814	0	0	0	0	0	0.23255814	0	0.023255814	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069767442	0	0	0	0	0	0	0.093023256	0	0	0	0	0.162790698	0	0
14402	<b>Tesla Motor&#39;s</b> New Battery Factory Could Send SolarCity Soaring	2/28/2014 10:10	0.26	0	0	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0
14404	"Is Tesla Motors Worth $65 Or $320? Are Ford, GM Or BMW Better Bets?"	2/28/2014 10:15	0	0	0	0.018867925	0	0	0	0.132075472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.849056604	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14405	[video] Momentum stocks power Nasdaq	2/28/2014 10:12	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027777778	0	0	0	0	0.027777778	0	0	0	0.027777778	0	0	0.027777778	0.777777778	0	0	0	0	0	0	0	0	0.083333333	0	0	0	0	0	0	0.027777778	0	0	0	0	0	0	0
14408	Can Tax Policy Create Cars Millennials Will Love?	2/28/2014 10:53	0	0.06	0.08	0	0	0	0	0.2	0.06	0.1	0	0	0	0	0.04	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0.04	0	0.18	0	0
14413	Texas auto dealers: No special treatment for Tesla	2/28/2014 10:59	0	0	0	0.245614035	0	0	0.035087719	0.175438596	0	0	0	0	0	0	0.298245614	0	0	0.157894737	0	0	0	0	0	0.087719298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14414	"A Shift In The Fueling Paradigm Is Coming, Driven By Tesla Motors"	2/28/2014 10:59	0	0	0	0	0	0	0.225352113	0.056338028	0	0.070422535	0	0	0	0.028169014	0	0	0	0	0	0	0	0	0	0.098591549	0.014084507	0	0	0	0	0	0	0	0	0.070422535	0	0.183098592	0	0	0	0	0	0	0	0.028169014	0	0	0.014084507	0.211267606	0	0
14420	"Tesla Rush Becomes Stampede, As Report Raises, Widens Targets"	2/28/2014 11:21	0.054794521	0	0.01369863	0.383561644	0	0	0	0.01369863	0	0	0	0	0	0.02739726	0	0.01369863	0	0	0	0.246575342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082191781	0	0	0	0	0	0	0	0.054794521	0	0	0	0.109589041	0	0
14422	Updated Research Report on Tesla	2/28/2014 11:30	0.02	0.66	0	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14423	California hopes to jump-start power storage technologies	2/28/2014 11:43	0.470588235	0	0	0	0	0	0	0.039215686	0	0	0.117647059	0	0	0	0	0	0	0.098039216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019607843	0	0	0	0	0	0	0	0.098039216	0	0	0	0.156862745	0	0
14444	Tesla's Convertible Bond: A Sign of the Apocalypse?	2/28/2014 12:02	0	0	0	0	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0.244897959	0	0	0	0	0	0	0	0	0.040816327	0	0	0	0	0	0	0.489795918	0	0	0.020408163	0	0	0	0	0	0	0	0	0.06122449	0	0
14447	"<b>Tesla Motors</b> Inc (TSLA) news: Is <b>Tesla Motors</b> Worth $65 Or $320? Are Ford, GM Or BMW Better <b>...</b>"	2/28/2014 10:21	0	0.056603774	0	0	0	0	0	0.094339623	0	0	0.056603774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79245283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14448	"Finding Hidden Growth Stocks through the Recognition of Catalysts: A Wall Street Transcript Interview with David Hollond, a Chief Investment Officer, Senior Vice President and Senior Portfolio Manager for American Century Investments"	2/28/2014 12:12	0	0	0	0	0	0	0	0	0.04494382	0	0	0.011235955	0	0	0	0	0	0	0	0	0	0	0	0	0.258426966	0	0	0	0	0	0	0	0	0	0	0.224719101	0	0.02247191	0.168539326	0	0.02247191	0.08988764	0	0	0	0.146067416	0	0.011235955	0	0
14451	[video] Stock picks with star potential	2/28/2014 12:30	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0.175	0	0	0	0	0	0	0	0	0	0.625	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0
14458	Apple's Cook tries to tantalize shareholders	2/28/2014 12:46	0	0.088888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422222222	0	0	0	0	0	0.066666667	0	0	0	0	0	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0	0.355555556	0	0
14466	Apple software to drive smart Ferrari	2/28/2014 14:15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14469	[video] Three ETFs Elon Musk May Be Driving Higher	2/28/2014 14:32	0	0	0	0	0	0	0	0	0	0	0	0.03030303	0	0	0	0	0	0	0	0	0	0	0	0	0.090909091	0	0	0	0	0	0	0	0	0	0	0.636363636	0	0	0	0	0.151515152	0	0	0.090909091	0	0	0	0	0	0
14476	"Biz Break: Tesla, eBay, Facebook, Google and more close out record-breaking week"	2/28/2014 14:38	0	0.015748031	0	0	0	0	0	0	0	0	0.007874016	0	0	0	0	0.929133858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047244094	0	0	0	0	0	0	0	0	0	0	0	0
14479	<b>Tesla Motors</b> Looks To The Future With $5 Billion Battery Factory	2/28/2014 8:07	0	0	0	0.552631579	0	0	0	0	0	0	0	0	0	0	0.026315789	0	0	0.342105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052631579	0	0	0	0	0	0	0	0	0	0	0	0.026315789	0	0
14487	"Biz Break: Tesla, eBay, Facebook, Google and more close out record-breaking week"	2/28/2014 14:38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.896825397	0	0	0	0	0	0.03968254	0	0	0	0.015873016	0	0	0	0	0	0	0	0	0	0	0	0.047619048	0	0	0	0	0	0	0	0	0	0	0	0
14489	"<b>Tesla</b> opens showroom, service shop in Syosset"	2/28/2014 15:26	0	0	0	0	0	0	0.048780488	0.243902439	0	0	0.12195122	0	0	0	0.219512195	0	0	0	0	0	0	0	0	0.268292683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073170732	0	0	0	0	0.024390244	0	0
14504	"We Buy Driving Shoes And Car Insurance Online, But Cars Themselves, Not So Much"	2/28/2014 18:08	0	0	0.102564103	0	0	0	0	0.179487179	0	0	0.051282051	0	0	0	0.230769231	0	0	0	0	0	0	0	0	0	0	0	0	0.102564103	0	0	0	0	0	0	0	0.025641026	0	0	0	0	0	0	0	0.307692308	0	0	0	0	0	0
14511	<b>Tesla Motors</b> Inc (TSLA) news: How Good Are The Terms Of Tesla&#39;s Latest Bond Offering?	2/28/2014 4:33	0	0	0	0	0	0	0	0.156862745	0	0	0.117647059	0	0	0	0	0	0	0	0	0.254901961	0	0.019607843	0	0	0	0	0	0	0.039215686	0	0.019607843	0	0	0	0	0.333333333	0	0	0	0	0	0	0.058823529	0	0	0	0	0	0	0
14512	<b>Tesla</b> Model S first American car to win &#39;best overall&#39; ranking	2/28/2014 1:33	0	0	0.609756098	0	0	0	0	0	0	0	0	0	0.073170732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073170732	0	0	0.048780488	0	0	0	0.146341463	0	0.024390244	0	0	0.024390244	0	0
14515	<b>Tesla Motors</b> Inc (TSLA) news: FT: Tesla bond sale attracts $2B	2/28/2014 0:48	0	0	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0	0	0	0	0	0.55	0	0	0	0	0	0.05	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0
14529	"Four Finalist States, Others, Fight for <b>Tesla&#39;s</b> &#39;Gigafactory&#39;"	2/27/2014 9:26	0	0	0	0	0	0	0	0	0	0	0	0.048780488	0	0	0	0	0	0.56097561	0	0.024390244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.243902439	0	0	0	0.12195122	0	0
14530	<b>Tesla Motors</b> closer to building Giga-factory	3/1/2014 3:26	0	0	0	0.511111111	0	0	0.044444444	0.044444444	0	0	0.022222222	0	0	0.111111111	0	0	0	0	0	0	0	0	0	0.022222222	0	0	0	0	0	0	0	0	0	0	0.022222222	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222	0	0
14532	<b>Tesla&#39;s</b> Stock Is Still Electrifying	2/28/2014 9:50	0.15625	0	0	0.21875	0	0	0	0.140625	0	0	0.03125	0	0	0	0	0	0	0.140625	0	0	0	0	0.03125	0	0	0	0	0	0.09375	0	0	0	0	0	0	0	0	0	0	0.015625	0	0	0	0.0625	0	0	0	0.109375	0	0
14535	Testing <b>Tesla</b> Certification	3/1/2014 5:41	0	0	0	0	0	0	0	0	0.357142857	0	0.214285714	0	0	0	0.107142857	0.035714286	0	0	0	0	0	0.035714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0
14541	Is BMW the only real competition to <b>Tesla Motors</b>?	2/28/2014 16:56	0	0.043478261	0	0	0	0	0	0.108695652	0	0	0.326086957	0	0	0.086956522	0	0	0	0	0	0.02173913	0	0	0	0	0	0	0	0.108695652	0.130434783	0	0.086956522	0	0	0	0	0.065217391	0	0	0	0	0	0	0	0	0	0	0	0.02173913	0	0
14544	Why Apple Could Win Big With Tesla?s Giant New Battery Factory	3/1/2014 9:04	0.103896104	0	0	0.493506494	0	0	0	0.038961039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077922078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285714286	0	0
14545	Big battery factory for electric car maker	3/1/2014 3:26	0	0	0	0.623188406	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15942029	0	0	0	0	0	0.217391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14546	See previous articles	2/28/2014 22:45	0	0	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0.015873016	0	0	0	0.031746032	0	0.111111111	0	0	0.380952381	0	0	0.047619048	0	0	0.047619048	0	0	0	0	0	0.079365079	0	0	0.142857143	0	0
14547	Are Tech Stock Valuations Telling Us It&#39;s 1999 Again? Try 1996	2/28/2014 17:47	0	0	0	0	0	0	0.047619048	0	0	0	0	0	0	0	0	0.238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285714286	0	0	0.047619048	0	0	0	0	0	0	0	0	0.380952381	0	0
14548	"Biz Break: <b>Tesla</b>, eBay, Facebook, Google and more close out record-breaking week"	2/28/2014 14:30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.773722628	0	0	0	0	0	0.080291971	0	0	0	0	0	0	0.116788321	0	0	0	0	0	0	0.02919708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14549	"From <b>Tesla</b> To Dunkin&#39; Donuts, One Firm&#39;s Quest to Fine-Tune The World"	2/28/2014 13:37	0.040816327	0.040816327	0	0.020408163	0	0.102040816	0	0	0	0.102040816	0	0	0	0	0.040816327	0	0.06122449	0	0	0	0	0	0.12244898	0	0	0	0	0	0	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0.183673469	0	0	0.06122449	0.081632653	0	0
14550	Wheelies: The Legal Navigation Edition	2/28/2014 11:30	0	0.019607843	0	0	0	0	0	0	0	0	0	0	0.254901961	0	0.039215686	0	0	0	0	0	0.058823529	0	0	0	0	0	0	0	0	0	0	0.235294118	0	0	0.078431373	0	0	0.078431373	0	0	0	0	0.215686275	0	0	0	0	0.019607843	0	0
14551	Updated Research Report on <b>Tesla</b>	2/28/2014 11:30	0	0.64	0	0.12	0	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14553	"WLL still standing, CLR, OAS hurting"	2/28/2014 6:26	0	0	0	0	0	0	0	0	0	0	0.026315789	0	0	0	0.026315789	0	0	0	0.289473684	0	0	0	0	0	0.289473684	0	0	0	0	0	0	0	0	0	0	0.105263158	0	0	0	0	0	0	0	0.157894737	0	0	0	0.105263158	0	0
14562	<b>Tesla Motors</b> Inc (TSLA) news: The ripple effect from Tesla&#39;s Gigafactory	3/1/2014 9:48	0	0	0	0.585714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0.028571429	0	0	0	0	0	0	0.028571429	0	0	0	0	0	0	0.042857143	0	0	0	0	0	0	0	0.014285714	0	0	0	0	0	0.128571429	0.1	0	0
14563	Bloomberg briefing	2/28/2014 17:41	0	0.240740741	0	0	0	0	0	0	0	0.037037037	0	0	0	0	0	0.092592593	0	0	0	0	0	0	0.259259259	0	0	0	0	0	0	0.12962963	0	0	0.037037037	0	0	0	0	0.166666667	0.037037037	0	0	0	0	0	0	0	0	0	0	0
